pos	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level
18098	GN	Guinea	Kankan	"Confirmed cases"	2	41943	Gvt	"Sitrep199 31Oct"	4	Kankan	ADM1
18099	GN	Guinea	National	Cases	1688	41943	Gvt	"Sitrep199 31Oct"	0		
18100	GN	Guinea	Conakry	Cases	248	41943	Gvt	"Sitrep199 31Oct"	2	Conakry	ADM1
18101	GN	Guinea	Gueckedou	Cases	366	41943	Gvt	"Sitrep199 31Oct"	38	Gueckedou	ADM2
18102	GN	Guinea	Macenta	Cases	590	41943	Gvt	"Sitrep199 31Oct"	40	Macenta	ADM2
18103	GN	Guinea	Dabola	Cases	5	41943	Gvt	"Sitrep199 31Oct"	14	Dabola	ADM2
18104	GN	Guinea	Kissidougou	Cases	10	41943	Gvt	"Sitrep199 31Oct"	17	Kissidougou	ADM2
18105	GN	Guinea	Dinguiraye	Cases	1	41943	Gvt	"Sitrep199 31Oct"	15	Dinguiraye	ADM2
18106	GN	Guinea	Telimele	Cases	26	41943	Gvt	"Sitrep199 31Oct"	28	Telimele	ADM2
18107	GN	Guinea	Boffa	Cases	26	41943	Gvt	"Sitrep199 31Oct"	9	Boffa	ADM2
18108	GN	Guinea	Kouroussa	Cases	4	41943	Gvt	"Sitrep199 31Oct"	20	Kouroussa	ADM2
18109	GN	Guinea	Siguiri	Cases	11	41943	Gvt	"Sitrep199 31Oct"	22	Siguiri	ADM2
18110	GN	Guinea	Pita	Cases	8	41943	Gvt	"Sitrep199 31Oct"	36	Pita	ADM2
18111	GN	Guinea	Nzerekore	Cases	142	41943	Gvt	"Sitrep199 31Oct"	8	Nzerekore	ADM1
18112	GN	Guinea	Yomou	Cases	11	41943	Gvt	"Sitrep199 31Oct"	42	Yomou	ADM2
18113	GN	Guinea	Dubreka	Cases	21	41943	Gvt	"Sitrep199 31Oct"	24	Dubreka	ADM2
18114	GN	Guinea	Forécariah	Cases	17	41943	Gvt	"Sitrep199 31Oct"	0		
18115	GN	Guinea	Kerouane	Cases	93	41943	Gvt	"Sitrep199 31Oct"	19	Kerouane	ADM2
18116	GN	Guinea	Coyah	Cases	55	41943	Gvt	"Sitrep199 31Oct"	23	Coyah	ADM2
18117	GN	Guinea	Dalaba	Cases	11	41943	Gvt	"Sitrep199 31Oct"	34	Dalaba	ADM2
18118	GN	Guinea	Beyla	Cases	16	41943	Gvt	"Sitrep199 31Oct"	37	Beyla	ADM2
18119	GN	Guinea	Kindia	Cases	8	41943	Gvt	"Sitrep199 31Oct"	5	Kindia	ADM1
18120	GN	Guinea	Lola	Cases	15	41943	Gvt	"Sitrep199 31Oct"	39	Lola	ADM2
18121	GN	Guinea	Boke	Cases	1	41943	Gvt	"Sitrep199 31Oct"	1	Boke	ADM1
18122	GN	Guinea	Mamou	Cases	0	41943	Gvt	"Sitrep199 31Oct"	7	Mamou	ADM1
18123	GN	Guinea	Faranah	Cases	1	41943	Gvt	"Sitrep199 31Oct"	3	Faranah	ADM1
18124	GN	Guinea	Kankan	Cases	2	41943	Gvt	"Sitrep199 31Oct"	4	Kankan	ADM1
18125	GN	Guinea	National	Deaths	1025	41943	Gvt	"Sitrep199 31Oct"	0		
18126	GN	Guinea	Conakry	Deaths	99	41943	Gvt	"Sitrep199 31Oct"	2	Conakry	ADM1
18127	GN	Guinea	Gueckedou	Deaths	306	41943	Gvt	"Sitrep199 31Oct"	38	Gueckedou	ADM2
18128	GN	Guinea	Macenta	Deaths	355	41943	Gvt	"Sitrep199 31Oct"	40	Macenta	ADM2
18129	GN	Guinea	Dabola	Deaths	5	41943	Gvt	"Sitrep199 31Oct"	14	Dabola	ADM2
18130	GN	Guinea	Kissidougou	Deaths	9	41943	Gvt	"Sitrep199 31Oct"	17	Kissidougou	ADM2
18131	GN	Guinea	Dinguiraye	Deaths	1	41943	Gvt	"Sitrep199 31Oct"	15	Dinguiraye	ADM2
18132	GN	Guinea	Telimele	Deaths	10	41943	Gvt	"Sitrep199 31Oct"	28	Telimele	ADM2
18133	GN	Guinea	Boffa	Deaths	16	41943	Gvt	"Sitrep199 31Oct"	9	Boffa	ADM2
18134	GN	Guinea	Kouroussa	Deaths	4	41943	Gvt	"Sitrep199 31Oct"	20	Kouroussa	ADM2
18135	GN	Guinea	Siguiri	Deaths	5	41943	Gvt	"Sitrep199 31Oct"	22	Siguiri	ADM2
18136	GN	Guinea	Pita	Deaths	4	41943	Gvt	"Sitrep199 31Oct"	36	Pita	ADM2
18137	GN	Guinea	Nzerekore	Deaths	95	41943	Gvt	"Sitrep199 31Oct"	8	Nzerekore	ADM1
18138	GN	Guinea	Yomou	Deaths	6	41943	Gvt	"Sitrep199 31Oct"	42	Yomou	ADM2
18139	GN	Guinea	Dubreka	Deaths	7	41943	Gvt	"Sitrep199 31Oct"	24	Dubreka	ADM2
18140	GN	Guinea	Forécariah	Deaths	13	41943	Gvt	"Sitrep199 31Oct"	0		
18141	GN	Guinea	Kerouane	Deaths	41	41943	Gvt	"Sitrep199 31Oct"	19	Kerouane	ADM2
18142	GN	Guinea	Coyah	Deaths	22	41943	Gvt	"Sitrep199 31Oct"	23	Coyah	ADM2
18143	GN	Guinea	Dalaba	Deaths	2	41943	Gvt	"Sitrep199 31Oct"	34	Dalaba	ADM2
18144	GN	Guinea	Beyla	Deaths	13	41943	Gvt	"Sitrep199 31Oct"	37	Beyla	ADM2
18145	GN	Guinea	Kindia	Deaths	0	41943	Gvt	"Sitrep199 31Oct"	5	Kindia	ADM1
18146	GN	Guinea	Lola	Deaths	11	41943	Gvt	"Sitrep199 31Oct"	39	Lola	ADM2
18147	GN	Guinea	Boke	Deaths	0	41943	Gvt	"Sitrep199 31Oct"	1	Boke	ADM1
18148	GN	Guinea	Mamou	Deaths	0	41943	Gvt	"Sitrep199 31Oct"	7	Mamou	ADM1
18149	GN	Guinea	Faranah	Deaths	1	41943	Gvt	"Sitrep199 31Oct"	3	Faranah	ADM1
18150	GN	Guinea	Kankan	Deaths	0	41943	Gvt	"Sitrep199 31Oct"	4	Kankan	ADM1
18151	SL	"Sierra Leone"	Kailahun	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8626	Kailahun	ADM2
18152	SL	"Sierra Leone"	Kenema	"New cases"	3	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8628	Kenema	ADM2
18153	SL	"Sierra Leone"	Kono	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8630	Kono	ADM2
18154	SL	"Sierra Leone"	Kambia	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8627	Kambia	ADM2
18155	SL	"Sierra Leone"	Koinadugu	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8629	Koinadugu	ADM2
18156	SL	"Sierra Leone"	Bombali	"New cases"	8	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8623	Bombali	ADM2
18157	SL	"Sierra Leone"	Tonkolili	"New cases"	9	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8634	Tonkolili	ADM2
18158	SL	"Sierra Leone"	"Port Loko"	"New cases"	2	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8632	"Port Loko"	ADM2
18159	SL	"Sierra Leone"	Pujehun	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8633	Pujehun	ADM2
18160	SL	"Sierra Leone"	Bo	"New cases"	3	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8625	Bo	ADM2
18161	SL	"Sierra Leone"	Moyamba	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8631	Moyamba	ADM2
18162	SL	"Sierra Leone"	Bonthe	"New cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8624	Bonthe	ADM2
18163	SL	"Sierra Leone"	"Western area urban"	"New cases"	13	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149745	"Western Area Urban"	ADM2
18164	SL	"Sierra Leone"	"Western area rural"	"New cases"	12	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149746	"Western Area Rural"	ADM2
18165	SL	"Sierra Leone"	National	"New cases"	50	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	0		
18166	SL	"Sierra Leone"	Kailahun	"Suspected cases"	18	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8626	Kailahun	ADM2
18167	SL	"Sierra Leone"	Kenema	"Suspected cases"	88	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8628	Kenema	ADM2
18168	SL	"Sierra Leone"	Kono	"Suspected cases"	58	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8630	Kono	ADM2
18169	SL	"Sierra Leone"	Kambia	"Suspected cases"	4	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8627	Kambia	ADM2
18170	SL	"Sierra Leone"	Koinadugu	"Suspected cases"	9	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8629	Koinadugu	ADM2
18171	SL	"Sierra Leone"	Bombali	"Suspected cases"	76	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8623	Bombali	ADM2
18172	SL	"Sierra Leone"	Tonkolili	"Suspected cases"	38	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8634	Tonkolili	ADM2
18173	SL	"Sierra Leone"	"Port Loko"	"Suspected cases"	48	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8632	"Port Loko"	ADM2
18174	SL	"Sierra Leone"	Pujehun	"Suspected cases"	10	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8633	Pujehun	ADM2
18175	SL	"Sierra Leone"	Bo	"Suspected cases"	68	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8625	Bo	ADM2
18176	SL	"Sierra Leone"	Moyamba	"Suspected cases"	30	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8631	Moyamba	ADM2
18177	SL	"Sierra Leone"	Bonthe	"Suspected cases"	3	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8624	Bonthe	ADM2
18178	SL	"Sierra Leone"	"Western area urban"	"Suspected cases"	76	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149745	"Western Area Urban"	ADM2
18179	SL	"Sierra Leone"	"Western area rural"	"Suspected cases"	41	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149746	"Western Area Rural"	ADM2
18180	SL	"Sierra Leone"	National	"Suspected cases"	567	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	0		
18181	SL	"Sierra Leone"	Kailahun	"Probable cases"	32	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8626	Kailahun	ADM2
18182	SL	"Sierra Leone"	Kenema	"Probable cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8628	Kenema	ADM2
18183	SL	"Sierra Leone"	Kono	"Probable cases"	1	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8630	Kono	ADM2
18184	SL	"Sierra Leone"	Kambia	"Probable cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8627	Kambia	ADM2
18185	SL	"Sierra Leone"	Koinadugu	"Probable cases"	32	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8629	Koinadugu	ADM2
18186	SL	"Sierra Leone"	Bombali	"Probable cases"	6	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8623	Bombali	ADM2
18187	SL	"Sierra Leone"	Tonkolili	"Probable cases"	4	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8634	Tonkolili	ADM2
18188	SL	"Sierra Leone"	"Port Loko"	"Probable cases"	1	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8632	"Port Loko"	ADM2
18189	SL	"Sierra Leone"	Pujehun	"Probable cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8633	Pujehun	ADM2
18190	SL	"Sierra Leone"	Bo	"Probable cases"	1	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8625	Bo	ADM2
18191	SL	"Sierra Leone"	Moyamba	"Probable cases"	1	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8631	Moyamba	ADM2
18192	SL	"Sierra Leone"	Bonthe	"Probable cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8624	Bonthe	ADM2
18193	SL	"Sierra Leone"	"Western area urban"	"Probable cases"	1	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149745	"Western Area Urban"	ADM2
18194	SL	"Sierra Leone"	"Western area rural"	"Probable cases"	0	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149746	"Western Area Rural"	ADM2
18195	SL	"Sierra Leone"	National	"Probable cases"	79	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	0		
18196	SL	"Sierra Leone"	Kailahun	"Confirmed cases"	551	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8626	Kailahun	ADM2
18197	SL	"Sierra Leone"	Kenema	"Confirmed cases"	491	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8628	Kenema	ADM2
18198	SL	"Sierra Leone"	Kono	"Confirmed cases"	38	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8630	Kono	ADM2
18199	SL	"Sierra Leone"	Kambia	"Confirmed cases"	38	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8627	Kambia	ADM2
18200	SL	"Sierra Leone"	Koinadugu	"Confirmed cases"	15	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8629	Koinadugu	ADM2
18201	SL	"Sierra Leone"	Bombali	"Confirmed cases"	556	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8623	Bombali	ADM2
18202	SL	"Sierra Leone"	Tonkolili	"Confirmed cases"	208	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8634	Tonkolili	ADM2
18203	SL	"Sierra Leone"	"Port Loko"	"Confirmed cases"	535	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8632	"Port Loko"	ADM2
18204	SL	"Sierra Leone"	Pujehun	"Confirmed cases"	28	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8633	Pujehun	ADM2
18205	SL	"Sierra Leone"	Bo	"Confirmed cases"	175	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8625	Bo	ADM2
18206	SL	"Sierra Leone"	Moyamba	"Confirmed cases"	96	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8631	Moyamba	ADM2
18207	SL	"Sierra Leone"	Bonthe	"Confirmed cases"	2	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8624	Bonthe	ADM2
18208	SL	"Sierra Leone"	"Western area urban"	"Confirmed cases"	615	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149745	"Western Area Urban"	ADM2
18209	SL	"Sierra Leone"	"Western area rural"	"Confirmed cases"	493	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149746	"Western Area Rural"	ADM2
18210	SL	"Sierra Leone"	National	"Confirmed cases"	3841	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	0		
18211	SL	"Sierra Leone"	Kailahun	Cases	601	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8626	Kailahun	ADM2
18212	SL	"Sierra Leone"	Kenema	Cases	579	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8628	Kenema	ADM2
18213	SL	"Sierra Leone"	Kono	Cases	97	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8630	Kono	ADM2
18214	SL	"Sierra Leone"	Kambia	Cases	42	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8627	Kambia	ADM2
18215	SL	"Sierra Leone"	Koinadugu	Cases	56	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8629	Koinadugu	ADM2
18216	SL	"Sierra Leone"	Bombali	Cases	638	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8623	Bombali	ADM2
18217	SL	"Sierra Leone"	Tonkolili	Cases	250	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8634	Tonkolili	ADM2
18218	SL	"Sierra Leone"	"Port Loko"	Cases	584	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8632	"Port Loko"	ADM2
18219	SL	"Sierra Leone"	Pujehun	Cases	38	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8633	Pujehun	ADM2
18220	SL	"Sierra Leone"	Bo	Cases	244	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8625	Bo	ADM2
18221	SL	"Sierra Leone"	Moyamba	Cases	127	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8631	Moyamba	ADM2
18222	SL	"Sierra Leone"	Bonthe	Cases	5	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8624	Bonthe	ADM2
18223	SL	"Sierra Leone"	"Western area urban"	Cases	692	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149745	"Western Area Urban"	ADM2
18224	SL	"Sierra Leone"	"Western area rural"	Cases	534	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149746	"Western Area Rural"	ADM2
18225	SL	"Sierra Leone"	National	Cases	4487	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	0		
18226	SL	"Sierra Leone"	Kailahun	Deaths	265	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8626	Kailahun	ADM2
18227	SL	"Sierra Leone"	Kenema	Deaths	259	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8628	Kenema	ADM2
18228	SL	"Sierra Leone"	Kono	Deaths	39	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8630	Kono	ADM2
18229	SL	"Sierra Leone"	Kambia	Deaths	24	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8627	Kambia	ADM2
18230	SL	"Sierra Leone"	Koinadugu	Deaths	39	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8629	Koinadugu	ADM2
18231	SL	"Sierra Leone"	Bombali	Deaths	183	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8623	Bombali	ADM2
18232	SL	"Sierra Leone"	Tonkolili	Deaths	72	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8634	Tonkolili	ADM2
18233	SL	"Sierra Leone"	"Port Loko"	Deaths	152	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8632	"Port Loko"	ADM2
18234	SL	"Sierra Leone"	Pujehun	Deaths	21	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8633	Pujehun	ADM2
18235	SL	"Sierra Leone"	Bo	Deaths	110	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8625	Bo	ADM2
18236	SL	"Sierra Leone"	Moyamba	Deaths	62	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8631	Moyamba	ADM2
18237	SL	"Sierra Leone"	Bonthe	Deaths	3	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	8624	Bonthe	ADM2
18238	SL	"Sierra Leone"	"Western area urban"	Deaths	104	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149745	"Western Area Urban"	ADM2
18239	SL	"Sierra Leone"	"Western area rural"	Deaths	96	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	149746	"Western Area Rural"	ADM2
18240	SL	"Sierra Leone"	National	Deaths	1429	41942	Gvt	http://health.gov.sl/wp-content/uploads/2014/10/Ebola-Situation-Report_Vol-156.pdf	0		
18241	SL	"Sierra Leone"	Kailahun	"New cases"	3	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8626	Kailahun	ADM2
18242	SL	"Sierra Leone"	Kenema	"New cases"	2	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8628	Kenema	ADM2
18243	SL	"Sierra Leone"	Kono	"New cases"	0	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8630	Kono	ADM2
18244	SL	"Sierra Leone"	Kambia	"New cases"	1	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8627	Kambia	ADM2
18245	SL	"Sierra Leone"	Koinadugu	"New cases"	0	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8629	Koinadugu	ADM2
18246	SL	"Sierra Leone"	Bombali	"New cases"	15	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8623	Bombali	ADM2
18247	SL	"Sierra Leone"	Tonkolili	"New cases"	2	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8634	Tonkolili	ADM2
18248	SL	"Sierra Leone"	"Port Loko"	"New cases"	22	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8632	"Port Loko"	ADM2
18249	SL	"Sierra Leone"	Pujehun	"New cases"	0	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8633	Pujehun	ADM2
18250	SL	"Sierra Leone"	Bo	"New cases"	0	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8625	Bo	ADM2
18251	SL	"Sierra Leone"	Moyamba	"New cases"	0	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8631	Moyamba	ADM2
18252	SL	"Sierra Leone"	Bonthe	"New cases"	0	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8624	Bonthe	ADM2
18253	SL	"Sierra Leone"	"Western area urban"	"New cases"	33	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	149745	"Western Area Urban"	ADM2
18254	SL	"Sierra Leone"	"Western area rural"	"New cases"	17	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	149746	"Western Area Rural"	ADM2
18255	SL	"Sierra Leone"	National	"New cases"	95	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	0		
18256	SL	"Sierra Leone"	Kailahun	"Suspected cases"	18	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8626	Kailahun	ADM2
18257	SL	"Sierra Leone"	Kenema	"Suspected cases"	92	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8628	Kenema	ADM2
18258	SL	"Sierra Leone"	Kono	"Suspected cases"	58	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8630	Kono	ADM2
18259	SL	"Sierra Leone"	Kambia	"Suspected cases"	4	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8627	Kambia	ADM2
18260	SL	"Sierra Leone"	Koinadugu	"Suspected cases"	9	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8629	Koinadugu	ADM2
18261	SL	"Sierra Leone"	Bombali	"Suspected cases"	81	41943	gvt	http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-157.pdf	8623	Bombali	ADM2
