Destination Country,Donor,Recipient Organization,Emergency title,Response Plan/Appeal title,Project code,Emergency year,USD committed/contributed,USD pledged,Description,IASC Standard Sector,Original currency amount,Original currency unit,Decision date,Contribution status,Reported by
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"22,883",0,"(Sierra Leone) Sierra Leone Brewing Company (Heineken) Le 100 million cheque donation to HE, the President - from staff distributors, transporters and the company",HEALTH,"10,000,000",SLL,9/24/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"8,000",0,(Sierra Leone) Stellar Diamonds gave direct contribution to the President’s Ebola appeal of 8000 USD.,HEALTH,,USD,10/1/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"205,000",0,"(Sierra Leone) (In-kind) African Minerals Limited gave beds, consumables, gloves worth USD 200000 equipment and USD 5000 to a schools education programme",HEALTH,,USD,9/26/14,Commitment,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"122,100",0,"(Sierra Leone) London Mining gives donation US$ 90K (rice, PPE & bikes) to the President Ebola National Fund;",,,,,,
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(SIERRA LEONE) (IN-KIND) The Sierra Leone Produce Marketing Company,,,,,,
Sierra Leone,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) (In-kind) CLAS Consult Limited currently in partnership with Terra Nova Solutions in providing logistics and admin support to the Ebola Response activities carried out by EHealth Systems Africa. They are also actively involved in the Ebola Response Private Sector Mobilisation Group focused on post ebola recovery planning for the affected countries.,HEALTH,,USD,10/30/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"15,000",0,(SIerra Leone) Dawnus contributed $15000 to UNICEF in AMI site.,HEALTH,,USD,9/25/14,Commitment,Donor
Sierra Leone,Private (individuals & organisations),International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,132,078",0,(Sierra Leone) IFRC Emergency Appeal (from various IFRC National Societies),HEALTH,"1,030,191",CHF,8/28/14,Paid contribution,Agency
Sierra Leone,Sierra Minerals Holdings/Vimetco,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"30,345",0,(SIERRA LEONE) To assist with the fight against Ebola,HEALTH,,USD,9/9/14,Paid contribution,Donor
Sierra Leone,Spain,Spanish Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71106/5457,2014,"197,628",0,(Sierra Leone) Improving access to health services against Ebola to the population of Kenema,HEALTH,"150,000",EUR,9/2/14,Commitment,Donor
Sierra Leone,Sweden,International Rescue Committee,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"187,540",0,(Sierra Leone) Support to stop and monitor the Ebola outbreak,HEALTH,"1,363,419",SEK,8/12/14,Commitment,Donor
Sierra Leone,Sweden,Swedish Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71295/5111,2014,"130,674",0,(Sierra Leone) Ebola virus dicease emergency response,HEALTH,"950,000",SEK,7/4/14,Commitment,Donor
Sierra Leone,Sweden,Plan International,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71111/5524,2014,"432,239",0,(Sierra Leone) Contribute to the reduction of mortality related to the Ebola Virus (Plan Sweden),HEALTH,"3,000,000",SEK,9/19/14,Paid contribution,Donor and Agency
Sierra Leone,Sweden,OXFAM,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"325,000",0,(Sierra Leone) Emergency Response to the Ebola outbreak,HEALTH,"2,436,304",SEK,9/26/14,Commitment,Donor
Sierra Leone,Sweden,Swedish Civil Contingencies Agency (MSB),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"114,168",0,(Sierra Leone) Secondment to WHO,COORDINATION AND SUPPORT SERVICES,"830,000",SEK,9/30/14,Commitment,Donor
Sierra Leone,Sweden,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"1,000,000",0,(Sierra Leone) Response to Ebola outbreak,HEALTH,"7,520,000",SEK,10/6/14,Paid contribution,Donor and Agency
Sierra Leone,Sweden,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,"687,758",0,(Sierra Leone) Emergency response to ebola outbreak,HEALTH,"5,000,000",SEK,7/24/14,Commitment,Donor
Sierra Leone,UNICEF National Committee/United Kingdom,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"23,486",0,(Sierra Leone) Response to Ebola outbreak,HEALTH,,USD,10/8/14,Paid contribution,Agency
Sierra Leone,United Kingdom,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"81,168,831","(Sierra Leone) staffing and running costs, medical supplies and protective equipment for local diagnosis and care centres; construction of up to 200 centres over the next three months",HEALTH,"50,000,000",GBP,10/24/14,Pledge,Donor
Sierra Leone,United Kingdom,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,542,208",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"950,000",GBP,10/28/14,Commitment,Donor
Sierra Leone,United Kingdom,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"16,160,302",0,(Sierra Leone) Ebola Response,HEALTH,"10,100,189",GBP,11/6/14,Paid contribution,Donor and Agency
Sierra Leone,United Kingdom,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"6,655,844",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"4,100,000",GBP,10/28/14,Commitment,Donor
Sierra Leone,United Kingdom,GOAL,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"3,200,000",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"2,000,000",GBP,11/13/14,Commitment,Donor
Sierra Leone,United Kingdom,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"317,850",0,(Sierra Leone) Ebola Response,HEALTH,"195,796",GBP,10/1/14,Paid contribution,Donor and Agency
Sierra Leone,United Kingdom,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"48,000,000",(Sierra Leone) Support the response to Ebola Virus Disease outbreak in West Africa,HEALTH,"30,000,000",GBP,11/13/14,Pledge,Donor
Sierra Leone,United Kingdom,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"340,136",0,(Sierra Leone) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,"200,000",GBP,7/31/14,Paid contribution,Agency
Sierra Leone,United Kingdom,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"3,520,000",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"2,200,000",GBP,11/13/14,Commitment,Donor
Sierra Leone,United Kingdom,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"10,945,274",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa. (204838),HEALTH,"6,600,000",GBP,10/20/14,Paid contribution,Donor and Agency
Sierra Leone,United Kingdom,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"36,003,520",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"22,502,200",GBP,11/18/14,Commitment,Donor
Sierra Leone,United Kingdom,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"497,512",0,(Sierra Leone) Provision of Ebola and disaster response expertise to support the ebola response in West Africa: surge support for DFID Sierra Leone and UNICEF (204838),COORDINATION AND SUPPORT SERVICES,"300,000",GBP,9/5/14,Commitment,Donor
Sierra Leone,United Kingdom,Save the Children,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71107/6079,2014,"8,116,883",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"5,000,000",GBP,10/22/14,Commitment,Donor
Sierra Leone,United Kingdom,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"3,733,766",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"2,300,000",GBP,10/20/14,Commitment,Donor
Sierra Leone,United Kingdom,GOAL,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"8,116,883",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (Fund established by DFID and led by GOAL),SECTOR NOT YET SPECIFIED,"5,000,000",GBP,10/20/14,Commitment,Donor
Sierra Leone,United Kingdom,International Rescue Committee,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,658,375",0,(Sierra Leone) Support to ebola response in West Africa (204838),HEALTH,"1,000,000",GBP,9/5/14,Commitment,Donor
Sierra Leone,United Kingdom,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,658,375",0,(Sierra Leone) Support to the ebola response in West Africa (204838),HEALTH,"1,000,000",GBP,9/5/14,Commitment,Donor
Sierra Leone,United Kingdom,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,"1,243,781",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"750,000",GBP,9/5/14,Commitment,Donor
Sierra Leone,United Kingdom,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"829,187",0,(Sierra Leone) Support to ebola response in West Africa (204838),HEALTH,"500,000",GBP,9/5/14,Paid contribution,Donor and Agency
Sierra Leone,United Kingdom,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) Support the response to Ebola Virus Disease outbreak in West Africa (204838),HEALTH,,GBP,7/14/14,Commitment,Donor
Sierra Leone,United Kingdom,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"4,863,945",0,(Sierra Leone) Support the response to Ebola outbreak in West Africa (204838),HEALTH,"2,996,190",GBP,10/20/14,Commitment,Donor
Sierra Leone,United States of America,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"3,500,000",0,(Sierra Leone) Health (USAID/OFDA),HEALTH,,USD,9/17/14,Commitment,Donor
Sierra Leone,United States of America,International Medical Corps,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"5,164,183",0,(Sierra Leone) Health (USAID/OFDA),HEALTH,,USD,10/22/14,Commitment,Donor
Sierra Leone,United States of America,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"1,584,214",0,"(Sierra Leone) Health, WASH (USAID/OFDA)",HEALTH,,USD,10/22/14,Paid contribution,Donor and Agency
Sierra Leone,US Fund for UNICEF,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"18,086",0,(Sierra Leone) Response to Ebola outbreak,HEALTH,,USD,10/3/14,Paid contribution,Agency
Sierra Leone,Various Donors (details not yet provided),World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"49,269",0,(Sierra Leone) OCHA Emergency Cash Grant: Sierra Leone - Ebola Outbreak,HEALTH,,USD,7/2/14,Paid contribution,Agency
Sierra Leone,World Bank,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71276/7183,2014,"4,113,461",0,(Sierra Leone) Support for emergency response to the Ebola crisis (remaining balance of $28 million grant to the Government of Sierra Leone),HEALTH,,USD,9/8/14,Commitment,Donor
Sierra Leone,World Bank,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"1,003,091",0,(Sierra Leone) essential drugs and supplies,HEALTH,,USD,9/23/14,Paid contribution,Donor and Agency
